id_obat,nama_obat,nama_obat_internasional,kelas_terapi,sub_kelas_terapi,sub_sub_kelas_terapi,sub_sub_sub_kelas_terapi,sediaan,kekuatan,satuan,fpktp,fpktl,pp,prb,oen,program,kanker,komposisi,restriksi_kelas_terapi,restriksi_sub_kelas_terapi,restriksi_sub_sub_kelas_terapi,restriksi_sub_sub_sub_kelas_terapi,restriksi_obat,restriksi_sediaan,peresepan_maksimal
2066,kloramfenikol,chloramphenicol,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Kloramfenikol,SUSPENSI,125,MILIGRAM / 5 MILILITER,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,"- 5 hari.
- Untuk meningitis: maks 14 hari."
2066,kloramfenikol,chloramphenicol,OBAT untuk MATA,ANTIMIKROBA,,,SALEP MATA,1,PERSEN,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2066,kloramfenikol,chloramphenicol,ANTIINFEKSI,ANTIBAKTERI,Antibakteri Lain,Kloramfenikol,KAPSUL,250,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,"- 4 kaps/hari selama 5 hari.
- Untuk meningitis:
Anak: 2 g/hari selama 14 hari.
Dewasa: 4 g/hari selama 14 hari."
2072,klorfeniramin,chlorphenamine,ANTIALERGI dan OBAT untuk ANAFILAKSIS,,,,TABLET,4,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,"3 tab/hari, maks 5 hari."
2074,klorfenol kamfer mentol (CHKM),chlorophenol camphor menthol,OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,LARUTAN,,N/A,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2075,klorheksidin,chlorhexidine,OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,LARUTAN,"0,2",PERSEN,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2075,klorheksidin,chlorhexidine,ANTISEPTIK dan DISINFEKTAN,ANTISEPTIK,,,LARUTAN,45659,PERSEN,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,Untuk diencerkan bila akan digunakan.,
2089,klorokuin,chloroquine,ANTINEOPLASTIK dan IMUNOMODULATOR,IMUNOSUPRESAN,,,TABLET,250,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,"a) Untuk kasus SLE (Systemic 
Lupus Erythematosus). 
atau
b) Untuk kasus RA (Rheumatoid 
Arthritis).",,
2098,klorpromazin,chlorpromazine,OBAT untuk SALURAN CERNA,ANTIEMETIK,,,INJEKSI,25,MILIGRAM / MILILITER,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
2098,klorpromazin,chlorpromazine,PSIKOFARMAKA,ANTIPSIKOTIK,,,INJEKSI,5,MILIGRAM / MILILITER,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2098,klorpromazin,chlorpromazine,OBAT untuk SALURAN CERNA,ANTIEMETIK,,,INJEKSI,5,MILIGRAM / MILILITER,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2098,klorpromazin,chlorpromazine,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,100,MILIGRAM,Ya,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,,Terapi awal dapat diberikan di Puskesmas yang memiliki tenaga kesehatan terlatih dan mempunyai surat penugasan dari Kementerian Kesehatan.,90 tab/bulan.
2098,klorpromazin,chlorpromazine,OBAT untuk SALURAN CERNA,ANTIEMETIK,,,TABLET,25,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2098,klorpromazin,chlorpromazine,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,25,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2109,klotrimazol,clotrimazole,OBAT TOPIKAL untuk KULIT,ANTIFUNGI,,,TABLET VAGINAL,100,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2110,klozapin,clozapine,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,100,MILIGRAM,Tidak,Ya,Tidak,Ya,Ya,Tidak,Tidak,,,,,,Hanya untuk pengobatan psikosis yang sudah resistan terhadap antipsikotik lain.,"a) Hanya untuk skizofrenia yang resisten/intoleran.
b) Lakukan cek leukosit secara berkala (hati-hati agranulositosis).",90 tab/bulan.
2110,klozapin,clozapine,PSIKOFARMAKA,ANTIPSIKOTIK,,,TABLET,25,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,Hanya untuk pengobatan psikosis yang sudah resistan terhadap antipsikotik lain.,,60 tab/bulan.
2117,kodein,codeine,OBAT untuk SALURAN NAPAS,ANTITUSIF,,,TABLET,10,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,
2117,kodein,codeine,"ANALGESIK, ANTIPIRETIK, ANTIINFLAMASI NON STEROID, ANTIPIRAI",ANALGESIK NARKOTIK,,,TABLET,10,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,"- FPKTP: 30 tab/bulan.
- FPKTL: 90 mg/hari."
2117,kodein,codeine,OBAT untuk SALURAN NAPAS,ANTITUSIF,,,TABLET,15,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
2117,kodein,codeine,"ANALGESIK, ANTIPIRETIK, ANTIINFLAMASI NON STEROID, ANTIPIRAI",ANALGESIK NARKOTIK,,,TABLET,20,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,"- FPKTP: 30 tab/bulan.
- FPKTL: 90 mg/hari."
2117,kodein,codeine,OBAT untuk SALURAN NAPAS,ANTITUSIF,,,TABLET,20,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,
2126,kolekalsiferol (vitamin D3),colecalciferol,VITAMIN dan MINERAL,,,,TABLET,1000,INTERNASIONAL UNIT,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,30 tab/bulan.
2126,kolekalsiferol (vitamin D3),colecalciferol,VITAMIN dan MINERAL,,,,TABLET,5000,INTERNASIONAL UNIT,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,30 tab/bulan.
2131,kolestiramin,colestyramine,OBAT KARDIOVASKULAR,ANTIHIPERLIPIDEMIA,,,SERBUK,4,GRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,,,4 sachet.
2139,kolkisin,colchicine,"ANALGESIK, ANTIPIRETIK, ANTIINFLAMASI NON STEROID, ANTIPIRAI",ANTIPIRAI,,,TABLET,500,MICROGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,,,,,,,,30 tab/bulan.
2204,"kombinasi deksametason asetat, thymol, paraklorfenol, dan campor","combination of dexamethasone acetate, thymol, parachlorphenol, anf camphor",OBAT dan BAHAN untuk GIGI,ANTISEPTIK dan BAHAN untuk PERAWATAN SALURAN AKAR GIGI,,,CAIRAN,"0,1;5;30;64",PERSEN,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"deksametason asetat 0,1 %
thymol 5 %
paraklorfenol 30 %
campor 64%",,,,,,,
2311,"kombinasi KDT/FDC (anak) mengandung zidovudin, lamivudin dan nevirapin","fixed dose combination (FDC) contains zidovudine, lamivudine, and nevirapine",ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI)+Non-Nucleoside Reverse Transcriptase Inhibitor (NNRTI),TABLET DISPERSIBLE,60;30;50,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC (anak) mengandung: 
a. zidovudin 60 mg
b. lamivudin 30 mg 
c. nevirapin 50 mg",,,,Catatan: Disediakan oleh Program Kemenkes,"a) Terapi awal dilakukan di FPKTL.
b) Setelah stabil, pemberian dapat dilanjutkan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.",,
2312,kombinasi KDT/FDC (LPV/r) mengandung lopinavir dan ritonavir,fixed dose combination (FDC) contains lopinavir and ritonavir,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Protease Inhibitor,GRANULA,40;10,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,"kombinasi KDT/FDC (LPV/r) mengandung:
lopinavir 40 mg
ritonavir 10 mg",,,,Catatan: Disediakan oleh Program Kemenkes,"a) Dapat digunakan untuk pengobatan HIV pada anak.
b) Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.",,
2312,kombinasi KDT/FDC (LPV/r) mengandung lopinavir dan ritonavir,fixed dose combination (FDC) contains lopinavir and ritonavir,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Protease Inhibitor,TABLET,100;25,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC (LPV/r) mengandung:
lopinavir 100 mg
ritonavir 25 mg",,,,Catatan: Disediakan oleh Program Kemenkes,"a) Dapat digunakan untuk pengobatan HIV pada usia â‰¥10 tahun.
b) Dapat digunakan sebagai terapi lini kedua pada anak yang gagal terapi dengan NNRTI.
c) Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.",,
2312,kombinasi KDT/FDC (LPV/r) mengandung lopinavir dan ritonavir,fixed dose combination (FDC) contains lopinavir and ritonavir,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Protease Inhibitor,TABLET,200;50,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC (LPV/r) mengandung:
lopinavir 200 mg
ritonavir 50 mg",,,,Catatan: Disediakan oleh Program Kemenkes,"a) Hanya digunakan sebagai lini kedua terapi antiretroviral.
b) Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.",,
4854,kombinasi KDT/FDC mengandung abakavir dan lamivudin,Fixed Dose Combination (FDC) contains  abacavir and lamivudine,ANTIINFEKSI,ANTIVIRUS,Antiretroviral,Nucleoside Reverse Transcriptase Inhibitor (NRTI),TABLET DISPERSIBLE,120;60,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC mengandung:
a. abakavir 120 mg
b. lamivudin 60 mg",,,,Catatan: Disediakan oleh Program Kemenkes,"a) Dapat digunakan untuk pengobatan HIV pada anak.
b) Dapat diberikan oleh FPKTP yang memiliki kemampuan pengobatan antiretroviral dengan persyaratan memiliki SK Penunjukan sebagai unit pelayanan yang berhak memberikan obat ARV dari Dinas Kesehatan setempat.",,
2313,kombinasi KDT/FDC mengandung amoksisilin dan asam klavulanat,Fixed Dose Combination (FDC) contains amoxicillin and clavulanic acid,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,INJEKSI,1.2,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung: 
a. amoksisilin 1.000 mg
b. asam klavulanat 200 mg",,,,,Catatan: Direkonstitusi sesaat sebelum disuntikkan untuk mencegah hilangnya efikasi asam klavulanat.,,
2313,kombinasi KDT/FDC mengandung amoksisilin dan asam klavulanat,Fixed Dose Combination (FDC) contains amoxicillin and clavulanic acid,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,SIRUP KERING,"125;31,25",MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung: 
a. amoksisilin 125 mg
b. asam klavulanat 31,25 mg",,,,,"Catatan: Direkonstitusi sesaat sebelum digunakan untuk mencegah hilangnya efikasi asam klavulanat, disimpan dalam lemari pendingin, dan digunakan tidak lebih dari 7 hari setelah direkonstitusi.

Hanya untuk terapi lanjutan untuk pasien yang sebelumnya mendapatkan antibiotik parenteral amoksisilin-asam klavulanat atau sesuai hasil uji resistensi.",,
2313,kombinasi KDT/FDC mengandung amoksisilin dan asam klavulanat,Fixed Dose Combination (FDC) contains amoxicillin and clavulanic acid,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,SIRUP KERING,"250;62,5",MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung: 
a. amoksisilin 250 mg
b. asam klavulanat 62,50 mg",,,,,"Catatan: Direkonstitusi sesaat sebelum digunakan untuk mencegah hilangnya efikasi asam klavulanat, disimpan dalam lemari pendingin, dan digunakan tidak lebih dari 7 hari setelah direkonstitusi.

Hanya untuk terapi lanjutan untuk pasien yang sebelumnya mendapatkan antibiotik parenteral amoksisilin-asam klavulanat atau sesuai hasil uji resistensi.",,
2313,kombinasi KDT/FDC mengandung amoksisilin dan asam klavulanat,Fixed Dose Combination (FDC) contains amoxicillin and clavulanic acid,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,TABLET,625,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung: 
a. amoksisilin 500 mg
b. asam klavulanat 125 mg",,,,,Hanya untuk terapi lanjutan untuk pasien yang sebelumnya mendapatkan antibiotik parenteral amoksisilin-asam klavulanat atau sesuai hasil uji resistensi.,,
2314,kombinasi KDT/FDC mengandung ampisilin dan sulbaktam,Fixed Dose Combination (FDC) contains ampicillin and sulbactam,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,SERBUK INJEKSI,1.5,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung: 
a. ampisilin 1.000 mg
b. sulbaktam 500 mg",,,,,,,10 hari.
2314,kombinasi KDT/FDC mengandung ampisilin dan sulbaktam,Fixed Dose Combination (FDC) contains ampicillin and sulbactam,ANTIINFEKSI,ANTIBAKTERI,Beta laktam,,SERBUK INJEKSI,750,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung: 
a. ampisilin 500 mg
b. sulbaktam 250 mg",,,,,,,10 hari.
2315,kombinasi KDT/FDC mengandung artemether dan lumefantrin,fixed dose combination (FDC) contains artemether and lumefantrine,ANTIINFEKSI,ANTIPROTOZOA,Antimalaria,,TABLET,20;120,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC mengandung: 
a. artemether 20 mg
b. lumefantrin 120 mg",,,"Catatan: Disediakan oleh Program 
Kemenkes.",,"Terapi lini pertama untuk malaria 
falsiparum.",,
2316,kombinasi KDT/FDC mengandung benserazid dan levodopa,fixed dose combination (FDC) contains benserazide dan levodopa,ANTIPARKINSON,,,,TABLET,25;100,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung benserazid 25 mg
levodopa 100 mg",,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,,120 tab/bulan.
2316,kombinasi KDT/FDC mengandung benserazid dan levodopa,fixed dose combination (FDC) contains benserazide dan levodopa,ANTIPARKINSON,,,,TABLET DISPERSIBLE,25;100,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung benserazid 25 mg
levodopa 100 mg",,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,,120 tab/bulan.
2317,kombinasi KDT/FDC mengandung desogestrel dan etinilestradiol,fixed dose combination (FDC) contains desogestrel and ethinylestradiol,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Oral",TABLET,150;30,MICROGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung desogestrel 150 mcg
etinilestradiol 30 mcg",,,,,,,
2318,kombinasi KDT/FDC mengandung dihidroartemisinin dan piperakuin,fixed dose combination (FDC) contains dihydroartemisinin and piperaquin,ANTIINFEKSI,ANTIPROTOZOA,Antimalaria,,TABLET,40;320,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC mengandung: 
a. dihidroartemisinin 40 mg
b. piperakuin 320 mg",,,"Catatan: Disediakan oleh Program 
Kemenkes.",,,,
2318,kombinasi KDT/FDC mengandung dihidroartemisinin dan piperakuin,fixed dose combination (FDC) contains dihydroartemisinin and piperaquin,ANTIINFEKSI,ANTIPROTOZOA,Antimalaria,,TABLET DISPERSIBLE,20;160,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC mengandung: 
a. dihidroartemisinin 20 mg
b. piperakuin 160 mg",,,"Catatan: Disediakan oleh Program 
Kemenkes.",,,,
2319,kombinasi KDT/FDC mengandung ergotamin dan kafein,fixed dose combination (FDC) contains ergotamine and caffeine,ANTIMIGREN DAN ANTIVERTIGO,ANTIMIGREN,Serangan Akut,,TABLET,1;50,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung ergotamin 1 mg
kafein 50 mg",,,,,,,8 tab/minggu.
2320,kombinasi KDT/FDC mengandung Fe sulfat/Fe fumarat/Fe glukonat dan asam folat,fixed dose combination (FDC) contains Fe sulfate/Fe fumarate/Fe gluconate and folic acid,OBAT yang MEMENGARUHI DARAH,ANTIANEMI,,,TABLET SALUT,,N/A,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"Fe sulfat/ Fe fumarat/ Fe glukonat (setara dengan 60 mg Fe elemental)
asam folat 0,4 mg",,,,,Catatan: Disediakan oleh Program Kemenkes.,,
2320,kombinasi KDT/FDC mengandung Fe sulfat/Fe fumarat/Fe glukonat dan asam folat,fixed dose combination (FDC) contains Fe sulfate/Fe fumarate/Fe gluconate and folic acid,VITAMIN dan MINERAL,,,,TABLET SALUT,,N/A,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"Fe sulfat/ Fe fumarat/ Fe glukonat (setara dengan 60 mg Fe elemental)
asam folat 0,4 mg",,,,,Catatan: Disediakan oleh Program Kemenkes.,,
2321,kombinasi KDT/FDC mengandung indakaterol dan glikopironium,fixed dose combination (FDC) contains indacaterol and glycopyrronium,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,SERBUK INHALASI + ALAT BREEZHALER,110;50,MICROGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,kombinasi KDT/FDC mengandung indakaterol 110 mcg glikopironium 50 mcg,,,,,Obat lini kedua untuk PPOK berat yang tidak respons lagi dengan LABA atau LAMA atau LABACs.,,30 kaps/bulan.
2322,kombinasi KDT/FDC mengandung ipratropium bromida dan fenoterol hidrobromida,fixed dose combination (FDC) contains ipratropium bromide and fenoterol hydrobromide,OBAT untuk SALURAN NAPAS,ANTIASMA,,,AEROSOL,"0,02;0,05",MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung ipratropium bromida 0,02 mg
fenoterol hidrobromida 0,05 mg",,,,,,,
2323,kombinasi KDT/FDC mengandung ipratropium bromida dan salbutamol,fixed dose combination (FDC) contains ipratropium bromide and salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,CAIRAN INHALASI,"0,5;2,5",MILIGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung ipratropium bromida 0,5 mg
salbutamol 2,5 mg",,,,,"Hanya untuk:
a) Serangan asma akut.
dan/atau
b) Sebagai nebulizer di UGD dan ruang perawatan.",,"Hari pertama maks 8 vial/hari, selanjutnya maks 4 vial/hari paling lama 5 hari.
Kasus ICU maks 10 vial/hari."
2323,kombinasi KDT/FDC mengandung ipratropium bromida dan salbutamol,fixed dose combination (FDC) contains ipratropium bromide and salbutamol,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,CAIRAN INHALASI,"0,5;2,5",MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung ipratropium bromida 0,5 mg
salbutamol 2,5 mg",,,,,"Hanya untuk:
a) Bronkospasme yang menyertai PPOK.
atau
b) Sebagai nebulizer di UGD dan ruang perawatan.",,"- Hari pertama maks 8 vial/hari, selanjutnya maks 6 vial/hari paling lama 15 hari.
- Kasus ICU maks 10 vial/hari."
4853,kombinasi KDT/FDC mengandung isoniazid dan rifapentin,Fixed Dose Combination (FDC) contains isoniazid and rifapentine,ANTIINFEKSI,ANTIINFEKSI KHUSUS,Antituberkulosis,,TABLET,300;300,MILIGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"isoniazid 300 mg
rifapentin 300 mg",,,"Catatan:
a) Disediakan oleh Program Kemenkes.
b) Penggunaan sesuai dengan Program Nasional Pengendalian TB.",,"a) Digunakan untuk terapi pencegahan TB pada pasien ODHIV.
b) Kontra indikasi pemberian Terapi Pencegahan Tuberkulosis (TPT): anak dibawah 2 tahun, ibu hamil, ODHIV yang mengkonsumsi antiretroviral jenis nevirapin atau lopinavir-ritonavir.",,3 x 1 selama 12 minggu (diminum 1 minggu sekali).
2324,kombinasi KDT/FDC mengandung kaolin dan pektin,fixed dose  combination (FDC) contains kaolin and pectin,OBAT untuk SALURAN CERNA,OBAT untuk DIARE,,,TABLET,550;20,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"kaolin 550 mg
pektin 20 mg",,,,,,,
2325,"kombinasi KDT/FDC mengandung levodopa, karbidopa, dan entekapon","fixed dose combination (FDC) contains levodopa,  carbidopa, dan entecapone",ANTIPARKINSON,,,,TABLET,100;25;200,MILIGRAM,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung levodopa 100 mg
karbidopa 25 mg
entekapon 200 mg",,,,,Diresepkan oleh dokter yang memiliki kompetensi di bidang ilmu neurologi.,,90 tab/bulan.
2326,kombinasi KDT/FDC mengandung levonorgestrel dan etinilestradiol,fixed dose combination (FDC) contains levonorgestrel and ethinylestradiol,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Oral",TABLET,150;30,MICROGRAM,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,"kombinasi KDT/FDC mengandung levonorgestrel 150 mcg
etinilestradiol 30 mcg",,,,,"Catatan: Disediakan oleh program
BKKBN.",,
2327,kombinasi KDT/FDC mengandung medroksi progesteron asetat dan estradiol sipionat,fixed dose combination (FDC) contains medroxyprogesterone acetate and estradiol cypionate,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Parenteral",INJEKSI,120;10,MILIGRAM,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,"kombinasi KDT/FDC mengandung medroksi progesteron asetat 120 mg
estradiol sipionat 10 mg",,,,,"Catatan: Disediakan oleh program
BKKBN.",,
2327,kombinasi KDT/FDC mengandung medroksi progesteron asetat dan estradiol sipionat,fixed dose combination (FDC) contains medroxyprogesterone acetate and estradiol cypionate,"HORMON, OBAT ENDOKRIN LAIN dan KONTRASEPSI",HORMON KELAMIN dan OBAT yang MEMENGARUHI FERTILITAS,Kontrasepsi,"Kontrasepsi, Parenteral",INJEKSI,25;5,MILIGRAM,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,"kombinasi KDT/FDC mengandung medroksi progesteron asetat 25 mg
estradiol sipionat 5 mg",,,,,,,
2328,kombinasi KDT/FDC mengandung meglumin amidotrizoat dan sodium amidotrizoat,fixed dose combination (FDC) contains meglumine amidotrizoate dan sodium amidotrizoate,DIAGNOSTIK,BAHAN KONTRAS RADIOLOGI,Body cavity,,INJEKSI,76,PERSEN,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung meglumin amidotrizoat
sodium amidotrizoat",,,,,,,
2329,"kombinasi KDT/FDC mengandung parafin, gliserin, dan fenolftalein","fixed dose combination (FDC) contains paraffin, glycerin, and phenolphthalein",OBAT untuk SALURAN CERNA,KATARTIK,,,EMULSI,,N/A,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,"parafin
gliserin
fenolftalein",,,,,,,
2330,kombinasi KDT/FDC mengandung salmeterol dan flutikason propionat,fixed dose combination (FDC)contains ipratropium bromide and salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,INHALASI,25;50,MICROGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung salmeterol 25 mcg
flutikason propionat 50 mcg",,,,,Tidak diberikan pada kasus asma akut.,,1 tbg/bulan.
2330,kombinasi KDT/FDC mengandung salmeterol dan flutikason propionat,fixed dose combination (FDC)contains ipratropium bromide and salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,SERBUK INHALASI,50;100,MICROGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung salmeterol 50 mcg
flutikason propionat 100 mcg",,,,,Tidak diberikan pada kasus asma akut.,,1 diskus/bulan.
2330,kombinasi KDT/FDC mengandung salmeterol dan flutikason propionat,fixed dose combination (FDC)contains ipratropium bromide and salbutamol,OBAT untuk SALURAN NAPAS,OBAT untuk PENYAKIT PARU OBSTRUKSI KRONIS,,,SERBUK INHALASI,50;250,MICROGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung salmeterol 50 mcg
flutikason propionat 250 mcg",,,,,,,1 diskus atau 60 kapsul per bulan.
2330,kombinasi KDT/FDC mengandung salmeterol dan flutikason propionat,fixed dose combination (FDC)contains ipratropium bromide and salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,SERBUK INHALASI,50;250,MICROGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung salmeterol 50 mcg
flutikason propionat 250 mcg",,,,,Tidak diberikan pada kasus asma akut.,,1 diskus atau 60 kapsul per bulan.
2330,kombinasi KDT/FDC mengandung salmeterol dan flutikason propionat,fixed dose combination (FDC)contains ipratropium bromide and salbutamol,OBAT untuk SALURAN NAPAS,ANTIASMA,,,SERBUK INHALASI,50;500,MICROGRAM,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,"kombinasi KDT/FDC mengandung salmeterol 50 mcg
flutikason propionat 500 mcg",,,,,Hanya untuk asma persisten berat.,,1 diskus atau 60 kapsul per bulan.
